Temperature,Soil,Nitrogen,Phosphorus,Potassium,Crop,Fertilizer,Crop_Specific_Recommendations,Recommendation_ID
25,Medium Brown,35,20,30,rice,Urea,"Nitrogen is low for rice. Apply urea or composted manure.
Phosphorus is low for rice. Use superphosphate or bone meal.
Potassium is low for rice. Apply muriate of potash or banana peels.",46
25,Medium Brown,35,20,40,rice,50:26:26 NPK,"Nitrogen is low for rice. Apply urea or composted manure.
Phosphorus is low for rice. Use superphosphate or bone meal.
Potassium is low for rice. Apply muriate of potash or banana peels.",46
25,Medium Brown,35,25,40,rice,50:26:26 NPK,"Nitrogen is low for rice. Apply urea or composted manure.
Phosphorus is low for rice. Use superphosphate or bone meal.
Potassium is low for rice. Apply muriate of potash or banana peels.",46
25,Medium Brown,35,30,35,rice,50:26:26 NPK,"Nitrogen is low for rice. Apply urea or composted manure.
Phosphorus is low for rice. Use superphosphate or bone meal.
Potassium is low for rice. Apply muriate of potash or banana peels.",46
25,Medium Brown,35,30,40,rice,50:26:26 NPK,"Nitrogen is low for rice. Apply urea or composted manure.
Phosphorus is low for rice. Use superphosphate or bone meal.
Potassium is low for rice. Apply muriate of potash or banana peels.",46
25,Medium Brown,40,25,20,masoor,DAP,"Phosphorus is low for masoor. Use superphosphate or bone meal.
Potassium is low for masoor. Apply muriate of potash or banana peels.",36
25,Medium Brown,40,25,25,masoor,Urea,"Phosphorus is low for masoor. Use superphosphate or bone meal.
Potassium is low for masoor. Apply muriate of potash or banana peels.",36
25,Medium Brown,45,25,20,masoor,DAP,"Nitrogen is high for masoor. Reduce nitrogen-based fertilizers.
Phosphorus is low for masoor. Use superphosphate or bone meal.
Potassium is low for masoor. Apply muriate of potash or banana peels.",37
25,Medium Brown,45,25,25,masoor,Urea,"Nitrogen is high for masoor. Reduce nitrogen-based fertilizers.
Phosphorus is low for masoor. Use superphosphate or bone meal.
Potassium is low for masoor. Apply muriate of potash or banana peels.",37
25,Medium Brown,50,25,20,masoor,DAP,"Nitrogen is high for masoor. Reduce nitrogen-based fertilizers.
Phosphorus is low for masoor. Use superphosphate or bone meal.
Potassium is low for masoor. Apply muriate of potash or banana peels.",37
25,Medium Brown,50,25,25,masoor,Urea,"Nitrogen is high for masoor. Reduce nitrogen-based fertilizers.
Phosphorus is low for masoor. Use superphosphate or bone meal.
Potassium is low for masoor. Apply muriate of potash or banana peels.",37
25,Red,9,10,0,cotton,20-20,"Nitrogen is low for cotton. Apply urea or composted manure.
Phosphorus is low for cotton. Use superphosphate or bone meal.
Potassium is low for cotton. Apply muriate of potash or banana peels.",69
25,Red,15,11,14,groundnut,17-17-17,"Nitrogen is low for groundnut. Apply urea or composted manure.
Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",71
25,Red,20,30,20,groundnut,Chilated Micronutrient,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,20,30,25,groundnut,SSP,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,20,30,30,groundnut,Chilated Micronutrient,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,25,30,20,groundnut,Chilated Micronutrient,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,25,30,25,groundnut,SSP,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,25,30,30,groundnut,Chilated Micronutrient,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,30,20,20,tur,Urea,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
25,Red,30,20,25,tur,MOP,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
25,Red,30,30,20,groundnut,Chilated Micronutrient,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,30,30,25,groundnut,SSP,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,30,30,30,groundnut,Chilated Micronutrient,"Phosphorus is low for groundnut. Use superphosphate or bone meal.
Potassium is low for groundnut. Apply muriate of potash or banana peels.",49
25,Red,35,20,20,tur,Urea,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
25,Red,35,20,25,tur,MOP,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
25,Red,40,20,20,tur,Urea,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,40,20,25,tur,MOP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,40,25,20,tur,SSP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,40,25,25,tur,Urea,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,40,25,30,tur,MOP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,45,25,20,tur,SSP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,45,25,25,tur,Urea,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,45,25,30,tur,MOP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,50,25,20,tur,SSP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,50,25,25,tur,Urea,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,50,25,30,tur,MOP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,50,30,20,tur,Urea,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,50,30,25,tur,SSP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,50,35,20,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,50,35,25,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,50,35,30,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,50,55,40,turmeric,White Potash,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,50,55,45,turmeric,Urea,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,50,55,50,turmeric,Ferrous Sulphate,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,55,30,20,tur,Urea,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,55,30,25,tur,SSP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,55,35,20,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,55,35,25,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,55,35,30,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,55,55,40,turmeric,White Potash,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,55,55,45,turmeric,Urea,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,55,55,50,turmeric,Ferrous Sulphate,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,60,30,20,tur,Urea,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,60,30,25,tur,SSP,"Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",38
25,Red,60,35,20,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,35,25,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,35,30,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,40,40,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,40,50,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,60,40,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,45,50,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,45,50,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,60,45,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,50,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,50,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,60,50,50,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,50,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,60,50,60,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,55,40,turmeric,White Potash,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,60,55,45,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,55,45,turmeric,Urea,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,60,55,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,60,55,50,turmeric,Ferrous Sulphate,All nutrient levels are optimal for turmeric. No action required.,40
25,Red,60,55,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,60,45,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,60,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,60,60,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,60,60,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,40,40,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,40,50,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,65,40,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,45,50,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,45,50,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,65,45,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,50,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,50,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,65,50,50,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,50,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,65,50,60,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,55,45,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,55,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,65,55,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,60,45,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,60,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,65,60,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,65,60,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,40,40,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,40,50,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,70,40,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,45,50,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,45,50,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,70,45,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,50,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,50,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,70,50,50,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,50,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,70,50,60,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,55,45,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,55,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,70,55,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,60,45,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,60,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,70,60,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,70,60,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,40,40,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,40,50,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,75,40,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,45,50,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,45,50,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,75,45,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,50,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,50,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,75,50,50,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,50,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,75,50,60,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,55,45,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,55,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,75,55,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,60,45,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,60,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,75,60,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,75,60,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,40,40,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,40,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,80,40,50,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,80,40,55,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,80,40,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,40,130,grapes,Hydrated Lime,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,80,45,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,80,45,50,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,45,50,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,80,45,50,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,80,45,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,45,125,grapes,Ferrous Sulphate,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,80,45,140,grapes,Ferrous Sulphate,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,80,50,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,50,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,80,50,50,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,50,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,80,50,60,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,50,60,rice,Urea,All nutrient levels are optimal for rice. No action required.,72
25,Red,80,50,125,grapes,10:10:10 NPK,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,80,50,135,grapes,10:10:10 NPK,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,80,55,45,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,55,45,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,80,55,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
25,Red,80,55,55,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,80,55,60,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,55,120,grapes,Hydrated Lime,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,80,60,40,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,80,60,45,jowar,SSP,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,60,45,jowar,Urea,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,60,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
25,Red,80,60,60,jowar,10:26:26 NPK,No specific recommendations available for jowar. General guidelines apply.,39
25,Red,80,60,130,grapes,Ferrous Sulphate,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,80,60,140,grapes,Ferrous Sulphate,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,85,40,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,85,40,55,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,85,40,130,grapes,Hydrated Lime,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,85,45,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,85,45,50,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,85,45,125,grapes,Ferrous Sulphate,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,85,45,140,grapes,Ferrous Sulphate,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,85,50,60,rice,Urea,All nutrient levels are optimal for rice. No action required.,72
25,Red,85,50,125,grapes,10:10:10 NPK,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,85,50,135,grapes,10:10:10 NPK,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,85,55,45,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,85,55,55,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,85,55,120,grapes,Hydrated Lime,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,85,60,40,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,85,60,130,grapes,Ferrous Sulphate,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,85,60,140,grapes,Ferrous Sulphate,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,90,40,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,90,40,55,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,90,40,130,grapes,Hydrated Lime,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,90,45,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,90,45,50,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,90,45,125,grapes,Ferrous Sulphate,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,90,45,140,grapes,Ferrous Sulphate,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,90,50,60,rice,Urea,All nutrient levels are optimal for rice. No action required.,72
25,Red,90,50,125,grapes,10:10:10 NPK,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,90,50,135,grapes,10:10:10 NPK,Potassium is high for grapes. Avoid potassium-based fertilizers.,41
25,Red,90,55,45,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,90,55,55,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,90,55,120,grapes,Hydrated Lime,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,90,60,40,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,90,60,130,grapes,Ferrous Sulphate,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,90,60,140,grapes,Ferrous Sulphate,"Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",42
25,Red,95,40,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,95,40,55,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,95,40,130,grapes,Hydrated Lime,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,95,45,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,95,45,50,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,95,45,125,grapes,Ferrous Sulphate,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,95,45,140,grapes,Ferrous Sulphate,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,95,50,60,rice,Urea,All nutrient levels are optimal for rice. No action required.,72
25,Red,95,50,125,grapes,10:10:10 NPK,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,95,50,135,grapes,10:10:10 NPK,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,95,55,45,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,95,55,55,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,95,55,120,grapes,Hydrated Lime,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",45
25,Red,95,60,40,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,95,60,130,grapes,Ferrous Sulphate,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",45
25,Red,95,60,140,grapes,Ferrous Sulphate,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",45
25,Red,100,40,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,100,40,55,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,100,40,130,grapes,Hydrated Lime,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,100,45,40,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,100,45,50,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,100,45,125,grapes,Ferrous Sulphate,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,100,45,140,grapes,Ferrous Sulphate,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,100,50,60,rice,Urea,All nutrient levels are optimal for rice. No action required.,72
25,Red,100,50,125,grapes,10:10:10 NPK,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,100,50,135,grapes,10:10:10 NPK,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",44
25,Red,100,55,45,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,100,55,55,rice,Urea,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,100,55,120,grapes,Hydrated Lime,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",45
25,Red,100,60,40,rice,50:26:26 NPK,Potassium is low for rice. Apply muriate of potash or banana peels.,43
25,Red,100,60,130,grapes,Ferrous Sulphate,"Nitrogen is high for grapes. Reduce nitrogen-based fertilizers.
Phosphorus is high for grapes. Avoid phosphorus-based fertilizers.
Potassium is high for grapes. Avoid potassium-based fertilizers.",45
