Temperature,Soil,Nitrogen,Phosphorus,Potassium,Crop,Fertilizer
20,Black,154,59,82,pepper,NPK 14-14-14
29,Sandy,107,77,126,pepper,NPK 14-14-14
24,Clay,79,24,71,pepper,DAP
27,Sandy,87,25,177,pepper,DAP
24,Black,122,32,5,pepper,DAP
19,Sandy,6,9,150,pepper,Urea
18,Loamy,104,37,165,pepper,DAP
25,Black,21,3,93,pepper,Urea
24,Sandy,172,47,128,pepper,NPK 14-14-14
24,Black,159,25,126,pepper,DAP
21,Black,173,19,96,pepper,DAP
20,Clay,87,23,195,pepper,DAP
31,Sandy,153,99,118,pepper,NPK 14-14-14
26,Clay,108,33,123,pepper,DAP
28,Sandy,199,21,100,pepper,DAP
23,Sandy,139,51,64,pepper,NPK 14-14-14
29,Loamy,137,85,86,pepper,NPK 14-14-14
24,Black,148,87,46,pepper,MOP
24,Sandy,153,42,56,pepper,NPK 14-14-14
27,Black,89,91,186,pepper,NPK 14-14-14
26,Black,156,67,67,pepper,NPK 14-14-14
24,Sandy,29,79,117,pepper,Urea
31,Black,102,4,65,pepper,DAP
31,Clay,142,10,20,pepper,DAP
19,Sandy,174,10,135,pepper,DAP
24,Loamy,51,41,170,pepper,Urea
27,Black,120,96,176,pepper,NPK 14-14-14
20,Clay,91,12,130,pepper,DAP
19,Sandy,119,59,183,pepper,NPK 14-14-14
24,Loamy,164,6,9,pepper,DAP
25,Black,120,27,61,pepper,DAP
19,Loamy,106,9,110,pepper,DAP
19,Loamy,123,90,28,pepper,MOP
28,Loamy,109,72,136,pepper,NPK 14-14-14
20,Black,175,77,59,pepper,NPK 14-14-14
28,Black,123,11,196,pepper,DAP
31,Black,166,66,145,pepper,NPK 14-14-14
22,Black,116,6,70,pepper,DAP
18,Loamy,125,84,141,pepper,NPK 14-14-14
19,Loamy,109,69,147,pepper,NPK 14-14-14
21,Clay,147,7,168,pepper,DAP
27,Sandy,113,84,163,pepper,NPK 14-14-14
25,Loamy,197,26,1,pepper,DAP
29,Sandy,140,67,189,pepper,NPK 14-14-14
30,Clay,181,96,75,pepper,NPK 14-14-14
23,Loamy,139,32,97,pepper,DAP
23,Loamy,176,54,187,pepper,NPK 14-14-14
22,Clay,169,64,95,pepper,NPK 14-14-14
21,Sandy,169,85,99,pepper,NPK 14-14-14
32,Sandy,193,34,170,pepper,DAP
29,Sandy,113,86,116,pepper,NPK 14-14-14
20,Black,92,71,79,pepper,NPK 14-14-14
31,Clay,179,22,70,pepper,DAP
22,Sandy,123,32,9,pepper,DAP
22,Clay,33,57,196,pepper,Urea
27,Clay,199,44,9,pepper,MOP
31,Sandy,48,52,69,pepper,Urea
32,Loamy,59,7,23,pepper,Urea
29,Sandy,185,43,166,pepper,NPK 14-14-14
19,Clay,14,33,68,pepper,Urea
29,Black,158,82,117,pepper,NPK 14-14-14
32,Clay,77,85,90,pepper,NPK 14-14-14
27,Loamy,38,86,88,pepper,Urea
31,Sandy,70,49,62,pepper,NPK 14-14-14
30,Black,158,82,190,pepper,NPK 14-14-14
32,Loamy,199,66,28,pepper,MOP
19,Clay,75,31,48,pepper,DAP
22,Loamy,51,48,137,pepper,Urea
22,Sandy,167,41,163,pepper,NPK 14-14-14
27,Black,42,80,142,pepper,Urea
31,Clay,132,74,0,pepper,MOP
31,Black,103,36,71,pepper,DAP
28,Loamy,141,39,114,pepper,DAP
28,Black,129,76,27,pepper,MOP
26,Sandy,93,19,100,pepper,DAP
31,Loamy,72,32,31,pepper,DAP
18,Sandy,16,39,103,pepper,Urea
30,Sandy,100,23,185,pepper,DAP
18,Loamy,70,5,36,pepper,DAP
29,Loamy,153,68,82,pepper,NPK 14-14-14
20,Clay,100,48,68,pepper,NPK 14-14-14
19,Sandy,17,70,128,pepper,Urea
18,Clay,70,78,8,pepper,MOP
31,Loamy,151,42,132,pepper,NPK 14-14-14
23,Loamy,0,75,84,pepper,Urea
19,Clay,15,41,184,pepper,Urea
30,Clay,74,83,66,pepper,NPK 14-14-14
22,Loamy,110,52,28,pepper,MOP
22,Clay,41,76,7,pepper,Urea
30,Black,176,23,199,pepper,DAP
24,Clay,74,13,31,pepper,DAP
30,Sandy,144,55,98,pepper,NPK 14-14-14
21,Sandy,124,26,164,pepper,DAP
24,Clay,13,75,161,pepper,Urea
20,Loamy,95,3,46,pepper,DAP
18,Loamy,177,25,194,pepper,DAP
24,Sandy,187,35,4,pepper,DAP
22,Clay,148,95,150,pepper,NPK 14-14-14
22,Black,160,96,160,pepper,NPK 14-14-14
27,Black,50,3,85,pepper,Urea
31,Loamy,2,36,150,pepper,Urea
30,Clay,108,28,197,pepper,DAP
22,Black,153,2,58,pepper,DAP
24,Loamy,124,81,183,pepper,NPK 14-14-14
19,Black,48,59,126,pepper,Urea
21,Loamy,101,93,53,pepper,NPK 14-14-14
19,Black,176,82,172,pepper,NPK 14-14-14
24,Clay,100,24,116,pepper,DAP
20,Black,161,82,107,pepper,NPK 14-14-14
29,Loamy,150,94,145,pepper,NPK 14-14-14
25,Sandy,187,92,119,pepper,NPK 14-14-14
26,Black,161,30,124,pepper,DAP
23,Loamy,78,44,163,pepper,NPK 14-14-14
25,Clay,10,2,9,pepper,Urea
19,Sandy,71,61,84,pepper,NPK 14-14-14
22,Clay,96,56,170,pepper,NPK 14-14-14
32,Clay,77,46,45,pepper,MOP
31,Loamy,138,74,65,pepper,NPK 14-14-14
31,Loamy,149,32,68,pepper,DAP
27,Loamy,37,58,92,pepper,Urea
29,Clay,150,27,13,pepper,DAP
22,Clay,148,18,185,pepper,DAP
22,Loamy,43,67,9,pepper,Urea
27,Sandy,125,17,99,pepper,DAP
25,Clay,114,90,170,pepper,NPK 14-14-14
20,Sandy,88,0,189,pepper,DAP
26,Sandy,168,94,10,pepper,MOP
24,Loamy,197,28,142,pepper,DAP
22,Sandy,30,17,199,pepper,Urea
32,Black,98,50,103,pepper,NPK 14-14-14
22,Loamy,109,7,184,pepper,DAP
22,Loamy,125,41,141,pepper,NPK 14-14-14
24,Sandy,178,24,59,pepper,DAP
23,Black,92,47,149,pepper,NPK 14-14-14
23,Black,99,4,23,pepper,DAP
21,Black,71,91,89,pepper,NPK 14-14-14
26,Loamy,108,52,11,pepper,MOP
20,Clay,86,43,84,pepper,NPK 14-14-14
26,Clay,11,35,174,pepper,Urea
29,Black,132,63,109,pepper,NPK 14-14-14
22,Sandy,73,37,147,pepper,DAP
18,Clay,112,79,152,pepper,NPK 14-14-14
22,Loamy,143,84,190,pepper,NPK 14-14-14
26,Loamy,146,82,39,pepper,MOP
24,Loamy,24,90,103,pepper,Urea
30,Loamy,118,80,13,pepper,MOP
21,Sandy,196,17,198,pepper,DAP
19,Black,53,13,23,pepper,Urea
28,Loamy,182,28,185,pepper,DAP
23,Sandy,157,54,108,pepper,NPK 14-14-14
30,Black,199,38,137,pepper,DAP
27,Clay,192,18,198,pepper,DAP
29,Sandy,154,58,82,pepper,NPK 14-14-14
27,Loamy,25,12,173,pepper,Urea
27,Clay,73,12,41,pepper,DAP
25,Black,9,88,27,pepper,Urea
21,Clay,4,62,3,pepper,Urea
19,Sandy,30,28,106,pepper,Urea
25,Loamy,101,26,172,pepper,DAP
28,Loamy,166,55,120,pepper,NPK 14-14-14
26,Loamy,102,1,5,pepper,DAP
31,Black,36,1,179,pepper,Urea
18,Loamy,84,33,178,pepper,DAP
31,Loamy,105,94,55,pepper,NPK 14-14-14
28,Sandy,168,45,195,pepper,NPK 14-14-14
31,Loamy,31,82,138,pepper,Urea
32,Black,164,97,98,pepper,NPK 14-14-14
19,Loamy,55,78,189,pepper,Urea
19,Sandy,96,25,16,pepper,DAP
24,Loamy,104,75,159,pepper,NPK 14-14-14
29,Loamy,173,24,113,pepper,DAP
32,Clay,182,19,76,pepper,DAP
22,Clay,7,22,75,pepper,Urea
20,Clay,109,48,19,pepper,MOP
18,Sandy,189,54,151,pepper,NPK 14-14-14
19,Loamy,131,77,166,pepper,NPK 14-14-14
26,Black,108,64,2,pepper,MOP
26,Loamy,63,72,1,pepper,Urea
30,Black,165,40,65,pepper,NPK 14-14-14
21,Black,124,45,83,pepper,NPK 14-14-14
29,Sandy,79,75,42,pepper,MOP
31,Clay,78,42,186,pepper,NPK 14-14-14
20,Loamy,24,16,88,pepper,Urea
24,Loamy,168,87,113,pepper,NPK 14-14-14
29,Sandy,102,84,42,pepper,MOP
25,Black,164,15,53,pepper,DAP
26,Black,137,7,18,pepper,DAP
19,Loamy,154,56,26,pepper,MOP
30,Clay,194,61,194,pepper,NPK 14-14-14
30,Sandy,185,76,195,pepper,NPK 14-14-14
29,Sandy,160,64,62,pepper,NPK 14-14-14
24,Black,143,96,156,pepper,NPK 14-14-14
21,Clay,54,13,107,pepper,Urea
29,Clay,64,84,29,pepper,Urea
20,Loamy,161,62,120,pepper,NPK 14-14-14
21,Clay,148,22,173,pepper,DAP
26,Loamy,123,33,95,pepper,DAP
21,Clay,139,4,4,pepper,DAP
30,Sandy,36,59,9,pepper,Urea
30,Sandy,92,42,196,pepper,NPK 14-14-14
26,Black,71,28,140,pepper,DAP
20,Sandy,135,87,160,pepper,NPK 14-14-14
32,Sandy,102,52,14,pepper,MOP
26,Loamy,174,7,147,pepper,DAP
23,Loamy,141,55,13,pepper,MOP
27,Black,135,16,179,pepper,DAP
24,Black,92,18,113,pepper,DAP
23,Sandy,120,6,92,pepper,DAP
27,Clay,181,43,178,pepper,NPK 14-14-14
31,Black,87,24,68,pepper,DAP
29,Black,107,18,123,pepper,DAP
24,Loamy,108,85,152,pepper,NPK 14-14-14
32,Loamy,143,21,175,pepper,DAP
20,Loamy,141,22,88,pepper,DAP
22,Black,108,52,105,pepper,NPK 14-14-14
21,Clay,127,46,196,pepper,NPK 14-14-14
18,Loamy,89,87,20,pepper,MOP
22,Clay,108,27,190,pepper,DAP
20,Sandy,136,84,103,pepper,NPK 14-14-14
22,Sandy,141,28,120,pepper,DAP
31,Black,139,3,147,pepper,DAP
31,Clay,96,32,103,pepper,DAP
19,Loamy,19,54,72,pepper,Urea
28,Clay,136,49,53,pepper,NPK 14-14-14
23,Loamy,60,38,97,pepper,Urea
28,Black,182,98,147,pepper,NPK 14-14-14
31,Clay,122,0,32,pepper,DAP
24,Loamy,87,92,170,pepper,NPK 14-14-14
29,Sandy,130,71,96,pepper,NPK 14-14-14
32,Black,146,32,98,pepper,DAP
29,Clay,161,75,128,pepper,NPK 14-14-14
22,Loamy,134,67,138,pepper,NPK 14-14-14
18,Clay,40,98,49,pepper,Urea
20,Sandy,127,69,115,pepper,NPK 14-14-14
27,Sandy,75,50,109,pepper,NPK 14-14-14
26,Clay,186,9,158,pepper,DAP
25,Sandy,89,87,178,pepper,NPK 14-14-14
22,Black,94,21,185,pepper,DAP
19,Loamy,163,68,194,pepper,NPK 14-14-14
28,Black,101,88,72,pepper,NPK 14-14-14
26,Black,189,21,107,pepper,DAP
28,Clay,164,81,17,pepper,MOP
19,Sandy,192,87,25,pepper,MOP
29,Sandy,101,78,167,pepper,NPK 14-14-14
24,Clay,150,53,13,pepper,MOP
28,Sandy,116,66,107,pepper,NPK 14-14-14
26,Loamy,118,31,52,pepper,DAP
25,Black,157,67,189,pepper,NPK 14-14-14
32,Sandy,170,81,54,pepper,NPK 14-14-14
28,Sandy,17,65,17,pepper,Urea
25,Sandy,101,88,24,pepper,MOP
30,Black,177,73,39,pepper,MOP
25,Loamy,142,96,26,pepper,MOP
23,Clay,12,8,66,pepper,Urea
20,Black,140,38,109,pepper,DAP
29,Loamy,22,65,45,pepper,Urea
24,Loamy,179,80,5,pepper,MOP
28,Sandy,152,75,89,pepper,NPK 14-14-14
28,Loamy,136,59,178,pepper,NPK 14-14-14
30,Clay,54,57,99,pepper,Urea
28,Black,103,86,94,pepper,NPK 14-14-14
18,Clay,132,38,26,pepper,DAP
26,Black,181,62,171,pepper,NPK 14-14-14
20,Clay,145,72,47,pepper,MOP
29,Loamy,160,8,96,pepper,DAP
22,Loamy,158,75,12,pepper,MOP
30,Sandy,129,31,31,pepper,DAP
21,Clay,79,58,102,pepper,NPK 14-14-14
20,Loamy,79,32,14,pepper,DAP
32,Sandy,162,51,28,pepper,MOP
18,Black,174,71,57,pepper,NPK 14-14-14
23,Sandy,135,96,100,pepper,NPK 14-14-14
19,Loamy,130,67,146,pepper,NPK 14-14-14
23,Clay,172,82,151,pepper,NPK 14-14-14
30,Black,165,85,95,pepper,NPK 14-14-14
26,Loamy,104,32,28,pepper,DAP
18,Black,108,92,129,pepper,NPK 14-14-14
20,Loamy,135,85,14,pepper,MOP
28,Clay,170,82,20,pepper,MOP
18,Black,167,30,65,pepper,DAP
27,Loamy,74,21,70,pepper,DAP
27,Loamy,58,21,195,pepper,Urea
20,Clay,115,87,35,pepper,MOP
30,Loamy,178,19,97,pepper,DAP
23,Sandy,170,54,131,pepper,NPK 14-14-14
19,Clay,180,0,158,pepper,DAP
22,Clay,122,49,167,pepper,NPK 14-14-14
32,Clay,163,67,68,pepper,NPK 14-14-14
23,Black,122,16,165,pepper,DAP
28,Black,70,15,63,pepper,DAP
20,Clay,151,97,96,pepper,NPK 14-14-14
22,Sandy,8,90,185,pepper,Urea
22,Sandy,137,88,162,pepper,NPK 14-14-14
24,Black,168,27,2,pepper,DAP
28,Clay,171,12,117,pepper,DAP
26,Clay,131,77,8,pepper,MOP
24,Sandy,36,1,131,pepper,Urea
22,Sandy,167,94,14,pepper,MOP
23,Loamy,104,60,119,pepper,NPK 14-14-14
22,Loamy,142,99,178,pepper,NPK 14-14-14
28,Black,108,33,44,pepper,DAP
30,Black,174,1,2,pepper,DAP
26,Sandy,17,2,119,pepper,Urea
21,Black,162,54,103,pepper,NPK 14-14-14
31,Black,158,75,135,pepper,NPK 14-14-14
21,Clay,175,99,180,pepper,NPK 14-14-14
26,Black,127,52,185,pepper,NPK 14-14-14
26,Black,74,75,87,pepper,NPK 14-14-14
22,Sandy,81,42,28,pepper,MOP
26,Sandy,199,61,75,pepper,NPK 14-14-14
24,Loamy,174,60,53,pepper,NPK 14-14-14
30,Sandy,167,69,135,pepper,NPK 14-14-14
25,Clay,156,93,189,pepper,NPK 14-14-14
28,Black,159,93,160,pepper,NPK 14-14-14
18,Loamy,188,60,116,pepper,NPK 14-14-14
27,Black,62,43,193,pepper,Urea
30,Sandy,191,87,56,pepper,NPK 14-14-14
24,Clay,158,14,51,pepper,DAP
32,Sandy,77,23,118,pepper,DAP
20,Sandy,54,58,9,pepper,Urea
30,Sandy,154,15,79,pepper,DAP
20,Black,104,80,56,pepper,NPK 14-14-14
25,Sandy,157,27,60,pepper,DAP
31,Black,111,65,126,pepper,NPK 14-14-14
28,Black,18,74,161,pepper,Urea
28,Loamy,70,1,151,pepper,DAP
30,Clay,194,11,129,pepper,DAP
20,Loamy,179,92,17,pepper,MOP
26,Clay,86,90,35,pepper,MOP
27,Loamy,197,65,47,pepper,MOP
27,Sandy,99,71,170,pepper,NPK 14-14-14
19,Clay,116,86,61,pepper,NPK 14-14-14
19,Sandy,43,1,109,pepper,Urea
32,Loamy,192,37,153,pepper,DAP
27,Sandy,188,54,171,pepper,NPK 14-14-14
25,Loamy,143,50,117,pepper,NPK 14-14-14
25,Sandy,175,53,143,pepper,NPK 14-14-14
22,Loamy,94,37,137,pepper,DAP
22,Clay,109,92,55,pepper,NPK 14-14-14
30,Loamy,118,0,123,pepper,DAP
32,Sandy,82,25,38,pepper,DAP
25,Clay,52,51,18,pepper,Urea
25,Black,14,61,8,pepper,Urea
28,Sandy,85,98,152,pepper,NPK 14-14-14
24,Clay,99,86,63,pepper,NPK 14-14-14
29,Black,158,8,102,pepper,DAP
31,Black,140,93,42,pepper,MOP
22,Clay,142,74,189,pepper,NPK 14-14-14
27,Black,100,67,193,pepper,NPK 14-14-14
28,Clay,179,93,145,pepper,NPK 14-14-14
19,Black,170,67,86,pepper,NPK 14-14-14
29,Clay,120,70,173,pepper,NPK 14-14-14
27,Black,121,12,61,pepper,DAP
27,Black,93,11,116,pepper,DAP
29,Sandy,170,48,97,pepper,NPK 14-14-14
24,Loamy,59,95,115,pepper,Urea
23,Loamy,12,89,182,pepper,Urea
18,Sandy,197,5,154,pepper,DAP
18,Loamy,196,1,119,pepper,DAP
21,Sandy,71,21,70,pepper,DAP
27,Loamy,163,18,67,pepper,DAP
23,Sandy,174,6,197,pepper,DAP
23,Sandy,33,48,125,pepper,Urea
20,Clay,87,79,19,pepper,MOP
23,Black,180,75,93,pepper,NPK 14-14-14
19,Clay,122,66,119,pepper,NPK 14-14-14
29,Clay,17,6,104,pepper,Urea
31,Sandy,130,88,31,pepper,MOP
19,Black,185,60,27,pepper,MOP
27,Sandy,179,5,70,pepper,DAP
32,Black,169,32,183,pepper,DAP
32,Loamy,80,55,164,pepper,NPK 14-14-14
27,Loamy,120,47,162,pepper,NPK 14-14-14
30,Loamy,129,66,190,pepper,NPK 14-14-14
21,Loamy,161,82,99,pepper,NPK 14-14-14
28,Clay,131,28,132,pepper,DAP
25,Loamy,123,86,191,pepper,NPK 14-14-14
22,Sandy,9,95,88,pepper,Urea
20,Sandy,130,42,69,pepper,NPK 14-14-14
26,Loamy,78,84,149,pepper,NPK 14-14-14
21,Clay,101,91,95,pepper,NPK 14-14-14
27,Loamy,148,78,0,pepper,MOP
22,Loamy,193,40,3,pepper,MOP
28,Clay,84,56,15,pepper,MOP
19,Loamy,78,56,91,pepper,NPK 14-14-14
26,Clay,179,59,185,pepper,NPK 14-14-14
23,Black,8,51,168,pepper,Urea
32,Sandy,47,55,133,pepper,Urea
22,Clay,100,26,21,pepper,DAP
32,Clay,13,15,96,pepper,Urea
32,Black,15,15,187,pepper,Urea
30,Loamy,105,14,166,pepper,DAP
23,Black,193,11,142,pepper,DAP
26,Black,151,47,33,pepper,MOP
20,Sandy,124,54,10,pepper,MOP
19,Loamy,8,8,75,pepper,Urea
28,Black,97,69,70,pepper,NPK 14-14-14
18,Sandy,158,42,112,pepper,NPK 14-14-14
32,Loamy,162,15,143,pepper,DAP
30,Clay,157,46,67,pepper,NPK 14-14-14
30,Sandy,167,54,137,pepper,NPK 14-14-14
21,Sandy,102,60,171,pepper,NPK 14-14-14
18,Black,117,15,36,pepper,DAP
20,Black,144,31,91,pepper,DAP
28,Sandy,177,77,97,pepper,NPK 14-14-14
19,Loamy,167,42,6,pepper,MOP
19,Loamy,111,11,11,pepper,DAP
30,Loamy,182,74,197,pepper,NPK 14-14-14
32,Black,160,74,93,pepper,NPK 14-14-14
25,Clay,14,56,91,pepper,Urea
31,Black,91,18,51,pepper,DAP
28,Loamy,146,26,3,pepper,DAP
30,Black,194,29,16,pepper,DAP
28,Black,68,88,75,pepper,Urea
27,Loamy,82,73,150,pepper,NPK 14-14-14
23,Loamy,117,82,193,pepper,NPK 14-14-14
19,Black,157,4,106,pepper,DAP
19,Black,192,62,156,pepper,NPK 14-14-14
19,Black,87,13,46,pepper,DAP
23,Loamy,192,71,58,pepper,NPK 14-14-14
25,Clay,70,24,168,pepper,DAP
26,Loamy,173,58,163,pepper,NPK 14-14-14
24,Loamy,72,86,173,pepper,NPK 14-14-14
32,Black,29,39,118,pepper,Urea
29,Loamy,17,75,99,pepper,Urea
26,Loamy,115,67,139,pepper,NPK 14-14-14
31,Black,80,41,53,pepper,NPK 14-14-14
30,Black,169,93,45,pepper,MOP
32,Loamy,186,32,60,pepper,DAP
30,Clay,152,63,172,pepper,NPK 14-14-14
18,Clay,136,71,191,pepper,NPK 14-14-14
26,Sandy,114,20,191,pepper,DAP
20,Sandy,179,31,137,pepper,DAP
28,Clay,91,83,93,pepper,NPK 14-14-14
32,Clay,111,90,166,pepper,NPK 14-14-14
26,Black,125,69,131,pepper,NPK 14-14-14
21,Sandy,147,67,78,pepper,NPK 14-14-14
32,Sandy,124,89,77,pepper,NPK 14-14-14
21,Sandy,81,65,127,pepper,NPK 14-14-14
29,Black,94,3,64,pepper,DAP
29,Loamy,73,55,76,pepper,NPK 14-14-14
25,Loamy,148,80,22,pepper,MOP
18,Loamy,194,95,170,pepper,NPK 14-14-14
23,Sandy,154,1,74,pepper,DAP
20,Black,123,82,82,pepper,NPK 14-14-14
18,Loamy,152,69,2,pepper,MOP
19,Clay,176,99,62,pepper,NPK 14-14-14
32,Clay,76,99,38,pepper,MOP
18,Loamy,139,16,156,pepper,DAP
30,Black,115,62,3,pepper,MOP
31,Black,1,57,68,pepper,Urea
19,Sandy,182,68,15,pepper,MOP
27,Clay,135,12,165,pepper,DAP
26,Black,114,71,141,pepper,NPK 14-14-14
21,Loamy,164,6,48,pepper,DAP
24,Clay,199,97,146,pepper,NPK 14-14-14
25,Clay,29,58,169,pepper,Urea
24,Black,150,99,101,pepper,NPK 14-14-14
29,Black,104,93,174,pepper,NPK 14-14-14
22,Black,172,87,79,pepper,NPK 14-14-14
19,Loamy,102,29,160,pepper,DAP
30,Loamy,80,42,69,pepper,NPK 14-14-14
28,Clay,133,88,14,pepper,MOP
26,Black,116,20,32,pepper,DAP
19,Black,54,98,48,pepper,Urea
30,Loamy,98,91,102,pepper,NPK 14-14-14
28,Clay,175,70,169,pepper,NPK 14-14-14
29,Clay,133,5,173,pepper,DAP
31,Sandy,117,68,185,pepper,NPK 14-14-14
26,Sandy,55,19,18,pepper,Urea
30,Clay,82,81,70,pepper,NPK 14-14-14
29,Black,176,91,90,pepper,NPK 14-14-14
19,Clay,89,4,186,pepper,DAP
27,Sandy,98,11,48,pepper,DAP
20,Loamy,95,37,149,pepper,DAP
32,Black,178,65,195,pepper,NPK 14-14-14
27,Loamy,124,87,35,pepper,MOP
19,Black,156,14,186,pepper,DAP
32,Clay,126,25,3,pepper,DAP
18,Clay,166,76,145,pepper,NPK 14-14-14
28,Clay,98,31,169,pepper,DAP
27,Clay,98,46,173,pepper,NPK 14-14-14
23,Black,114,12,44,pepper,DAP
24,Sandy,66,24,184,pepper,Urea
24,Black,84,96,172,pepper,NPK 14-14-14
20,Black,81,78,159,pepper,NPK 14-14-14
30,Black,123,30,39,pepper,DAP
32,Clay,166,46,143,pepper,NPK 14-14-14
26,Loamy,108,76,94,pepper,NPK 14-14-14
19,Black,107,50,101,pepper,NPK 14-14-14
28,Sandy,184,10,72,pepper,DAP
21,Black,90,34,151,pepper,DAP
22,Loamy,127,46,100,pepper,NPK 14-14-14
23,Loamy,152,98,194,pepper,NPK 14-14-14
22,Black,147,20,177,pepper,DAP
29,Sandy,160,23,177,pepper,DAP
28,Sandy,59,84,1,pepper,Urea
28,Clay,171,70,169,pepper,NPK 14-14-14
22,Black,99,89,162,pepper,NPK 14-14-14
20,Sandy,147,70,165,pepper,NPK 14-14-14
21,Clay,188,6,39,pepper,DAP
23,Black,33,10,24,pepper,Urea
25,Loamy,86,44,154,pepper,NPK 14-14-14
25,Black,71,5,68,pepper,DAP
20,Black,62,16,34,pepper,Urea
26,Clay,82,60,2,pepper,MOP
29,Clay,119,39,119,pepper,DAP
30,Clay,137,88,61,pepper,NPK 14-14-14
32,Clay,172,34,149,pepper,DAP
24,Loamy,30,79,100,pepper,Urea
26,Sandy,94,85,94,pepper,NPK 14-14-14
20,Sandy,167,99,126,pepper,NPK 14-14-14
23,Black,103,83,87,pepper,NPK 14-14-14
23,Loamy,110,24,113,pepper,DAP
22,Clay,91,17,149,pepper,DAP
31,Loamy,89,8,74,pepper,DAP
26,Clay,99,7,92,pepper,DAP
24,Clay,115,99,122,pepper,NPK 14-14-14
28,Black,183,36,131,pepper,DAP
27,Sandy,178,37,120,pepper,DAP
27,Loamy,107,25,13,pepper,DAP
29,Black,161,51,66,pepper,NPK 14-14-14
31,Clay,123,19,86,pepper,DAP
23,Clay,81,61,119,pepper,NPK 14-14-14
27,Black,156,5,168,pepper,DAP
26,Black,144,25,51,pepper,DAP
25,Black,159,90,33,pepper,MOP
18,Loamy,133,88,19,pepper,MOP
28,Clay,82,54,3,pepper,MOP
26,Loamy,177,66,177,pepper,NPK 14-14-14
21,Sandy,138,40,136,pepper,NPK 14-14-14
24,Black,19,14,135,pepper,Urea
21,Black,196,51,54,pepper,NPK 14-14-14
18,Clay,0,65,121,pepper,Urea
23,Sandy,165,56,88,pepper,NPK 14-14-14
23,Clay,173,12,10,pepper,DAP
18,Sandy,196,98,57,pepper,NPK 14-14-14
22,Black,110,79,96,pepper,NPK 14-14-14
27,Loamy,151,88,118,pepper,NPK 14-14-14
25,Sandy,118,10,159,pepper,DAP
24,Clay,71,1,5,pepper,DAP
25,Black,94,15,153,pepper,DAP
27,Black,101,41,96,pepper,NPK 14-14-14
30,Black,148,64,92,pepper,NPK 14-14-14
19,Black,56,89,150,pepper,Urea
20,Loamy,156,68,155,pepper,NPK 14-14-14
23,Sandy,141,90,151,pepper,NPK 14-14-14
27,Black,196,65,39,pepper,MOP
18,Clay,82,50,136,pepper,NPK 14-14-14
26,Sandy,93,13,151,pepper,DAP
27,Loamy,157,79,40,pepper,MOP
23,Loamy,79,68,32,pepper,MOP
26,Clay,125,5,75,pepper,DAP
20,Black,88,50,58,pepper,NPK 14-14-14
29,Clay,198,84,55,pepper,NPK 14-14-14
24,Loamy,164,30,9,pepper,DAP
23,Black,170,11,189,pepper,DAP
29,Loamy,80,37,169,pepper,DAP
27,Sandy,110,56,186,pepper,NPK 14-14-14
21,Black,132,34,49,pepper,DAP
30,Clay,186,65,139,pepper,NPK 14-14-14
27,Clay,129,24,93,pepper,DAP
18,Sandy,90,59,11,pepper,MOP
23,Loamy,171,15,26,pepper,DAP
28,Sandy,164,80,83,pepper,NPK 14-14-14
29,Clay,51,88,110,pepper,Urea
19,Clay,191,7,39,pepper,DAP
29,Loamy,169,54,50,pepper,NPK 14-14-14
32,Loamy,2,32,139,pepper,Urea
25,Sandy,95,37,82,pepper,DAP
24,Sandy,163,85,30,pepper,MOP
22,Loamy,134,93,168,pepper,NPK 14-14-14
19,Black,180,88,84,pepper,NPK 14-14-14
31,Sandy,168,12,174,pepper,DAP
22,Loamy,97,64,138,pepper,NPK 14-14-14
31,Black,98,73,129,pepper,NPK 14-14-14
32,Black,66,77,168,pepper,Urea
28,Sandy,184,21,10,pepper,DAP
21,Clay,167,94,57,pepper,NPK 14-14-14
32,Clay,63,12,49,pepper,Urea
28,Sandy,117,91,113,pepper,NPK 14-14-14
19,Clay,152,6,85,pepper,DAP
26,Loamy,196,25,27,pepper,DAP
29,Black,97,95,63,pepper,NPK 14-14-14
20,Black,116,7,5,pepper,DAP
22,Clay,168,28,155,pepper,DAP
29,Sandy,80,38,2,pepper,DAP
25,Black,6,90,116,pepper,Urea
31,Sandy,86,55,81,pepper,NPK 14-14-14
22,Loamy,72,0,29,pepper,DAP
21,Clay,170,24,180,pepper,DAP
32,Loamy,180,42,103,pepper,NPK 14-14-14
30,Loamy,22,80,174,pepper,Urea
24,Sandy,72,40,191,pepper,NPK 14-14-14
29,Black,198,45,41,pepper,MOP
30,Sandy,83,66,15,pepper,MOP
20,Clay,170,35,184,pepper,DAP
22,Clay,145,73,82,pepper,NPK 14-14-14
20,Black,110,70,156,pepper,NPK 14-14-14
29,Clay,173,35,70,pepper,DAP
21,Loamy,38,86,31,pepper,Urea
19,Black,87,57,92,pepper,NPK 14-14-14
24,Sandy,86,2,112,pepper,DAP
32,Sandy,121,69,145,pepper,NPK 14-14-14
25,Loamy,186,82,193,pepper,NPK 14-14-14
32,Black,103,39,86,pepper,DAP
20,Sandy,60,85,114,pepper,Urea
25,Sandy,173,69,65,pepper,NPK 14-14-14
18,Black,198,54,20,pepper,MOP
26,Sandy,158,25,83,pepper,DAP
25,Clay,148,82,32,pepper,MOP
26,Loamy,119,60,123,pepper,NPK 14-14-14
27,Black,66,48,161,pepper,Urea
31,Loamy,72,80,67,pepper,NPK 14-14-14
19,Black,22,22,48,pepper,Urea
